,purchase_ID,Date at created,Category,Name,Purchase Price,Delivery Price,Total
14915,14916,21-10-2020 15:45:20.153043,Desayunos,Butter,23000,6700,29700
14916,14917,21-10-2020 15:45:20.348703,Típica,Juan Chorizo,24300,3900,28200
14917,14918,21-10-2020 15:45:20.544495,Desayunos · Jugos y Batidos,Dont Be Hungry,12500,5600,18100
14918,14919,21-10-2020 15:45:20.890246,Saludable,MIMA,11870,3700,15570
14919,14920,21-10-2020 15:45:21.236661,Desayunos,Fratelli - Desayunos,23000,4600,27600
14920,14921,21-10-2020 15:45:21.532574,Jugos y Batidos,Pomponio,17800,3600,21400
14921,14922,21-10-2020 15:45:21.928472,Postres,La Galeta,45800,3000,48800
14922,14923,21-10-2020 15:45:22.274690,Postres · Desayunos,Protein Bakes,45800,5900,51700
14923,14924,21-10-2020 15:45:22.421412,Perros Calientes,Dog Shop - Rapida,45800,4900,50700
14924,14925,21-10-2020 15:45:22.668218,Parrilla,Campocina,37900,4600,42500
14925,14926,21-10-2020 15:45:22.815218,Desayunos · Café,Frambas,27800,3400,31200
14926,14927,21-10-2020 15:45:23.011806,Parrilla,Carnes la Zarza,17800,4900,22700
14927,14928,21-10-2020 15:45:23.257926,Peruana,Uma Cantina Peruana,9000,3200,12200
14928,14929,21-10-2020 15:45:23.603768,Típica · Parrilla,El Santandereano,53400,5200,58600
14929,14930,21-10-2020 15:45:23.999828,Internacional,La Esquina con Sabor Parrilla,24200,3000,27200
14930,14931,21-10-2020 15:45:24.396220,Mexicana,Mexicanachos,34500,3900,38400
14931,14932,21-10-2020 15:45:24.643946,Pizza · Italiana,Piatto - Pizza,34500,6600,41100
14932,14933,21-10-2020 15:45:24.890357,Saludable · Desayunos,Re.al Alimentos Reales,70000,4000,74000
14933,14934,21-10-2020 15:45:25.036438,Saludable · Desayunos,Agua Dulce,53400,3700,57100
14934,14935,21-10-2020 15:45:25.282758,Pizza,pizza andante,9000,4200,13200
14935,14936,21-10-2020 15:45:25.478913,Jugos y Batidos,Pomponio,31800,3600,35400
14936,14937,21-10-2020 15:45:25.874927,Crepes,San Crepes,70000,4900,74900
14937,14938,21-10-2020 15:45:26.271558,Sushi · Asiática,Arigato,53400,5300,58700
14938,14939,21-10-2020 15:45:26.617644,Saludable,MIMA,12500,3700,16200
14939,14940,21-10-2020 15:45:27.013595,Típica,Lo Nuestro,27800,3100,30900
14940,14941,21-10-2020 15:45:27.410164,Típica · Parrilla,El Santandereano,24300,5200,29500
14941,14942,21-10-2020 15:45:27.556365,Saludable · Desayunos,Básico y elemental,48750,5000,53750
14942,14943,21-10-2020 15:45:27.752433,Saludable · Típica,Saludable Mrg,45800,5800,51600
14943,14944,21-10-2020 15:45:28.048621,Postres · Desayunos,Aury Postres - Comidas & Picadas,29500,4700,34200
14944,14945,21-10-2020 15:45:28.445465,Comida Rápida,Fiesta Digital Andrés,27800,3100,30900
14945,14946,21-10-2020 15:45:28.791484,Pollo · Desayunos,Caserito Gourmet,31800,6700,38500
14946,14947,21-10-2020 15:45:29.187206,Mexicana,Hidalgo Taquería,29500,4900,34400
14947,14948,21-10-2020 15:45:29.433578,Desayunos · Internacional,Camilia,53900,3900,57800
14948,14949,21-10-2020 15:45:29.830905,Desayunos · Café,Moramia,11870,4700,16570
14949,14950,21-10-2020 15:45:30.027155,Típica · Parrilla,Parrilla Farandula Gourmet,34500,5100,39600
14950,14951,21-10-2020 15:45:30.373616,Desayunos,Sunny Breakfast Brunch,13600,4300,17900
14951,14952,21-10-2020 15:45:30.519532,Parrilla,Coquitas,27800,5600,33400
14952,14953,21-10-2020 15:45:30.715894,Desayunos,Don Leo,7500,6000,13500
14953,14954,21-10-2020 15:45:31.012019,Postres · Desayunos,Jacques Pastelería,53400,5900,59300
14954,14955,21-10-2020 15:45:31.358480,Pizza,18 Scalini,17800,4300,22100
14955,14956,21-10-2020 15:45:31.604508,Postres,La Galeta,24200,3000,27200
14956,14957,21-10-2020 15:45:31.900601,Desayunos,Jacinta Arepas de Huevo,35000,4000,39000
14957,14958,21-10-2020 15:45:32.196963,Desayunos · Típica,La Parrilla Dorada Polo,27800,6600,34400
14958,14959,21-10-2020 15:45:32.593668,Mexicana,La leyenda mexican kitchen,70000,3200,73200
14959,14960,21-10-2020 15:45:32.790097,Pollo · Desayunos,Caserito Gourmet,35000,6700,41700
14960,14961,21-10-2020 15:45:33.035816,Crepes,San Crepes,24200,4900,29100
14961,14962,21-10-2020 15:45:33.382020,Parrilla,Campocina,27800,4600,32400
14962,14963,21-10-2020 15:45:33.528136,Postres · Desayunos,KOKOA & co.,45800,4700,50500
14963,14964,21-10-2020 15:45:33.774345,Alta Cocina · Postres,La Pinta,13000,4500,17500
14964,14965,21-10-2020 15:45:33.919996,Típica,Sabrosito,23000,4000,27000
14965,14966,21-10-2020 15:45:34.116206,Postres · Desayunos,KOKOA & co.,37900,4700,42600
14966,14967,21-10-2020 15:45:34.412704,Peruana · Internacional,La Chifería,8900,6600,15500
14967,14968,21-10-2020 15:45:34.709045,Saludable · Desayunos,Re.al Alimentos Reales,23000,4000,27000
14968,14969,21-10-2020 15:45:35.106404,Típica,Carbón & Mondongos,18900,6400,25300
14969,14970,21-10-2020 15:45:35.253422,Saludable · Desayunos,Malú,29500,3700,33200
14970,14971,21-10-2020 15:45:35.399784,Saludable · Jugos y Batidos,Berdes Drinks & Salads,23000,3500,26500
14971,14972,21-10-2020 15:45:35.695696,Hamburguesas,Bendito Cordero,10700,5800,16500
14972,14973,21-10-2020 15:45:36.092367,Postres,Toledo Pastelería,18900,6800,25700
14973,14974,21-10-2020 15:45:36.288734,Desayunos · Panadería,Artesanos,23000,4300,27300
14974,14975,21-10-2020 15:45:36.534724,Desayunos · Helados,San Giorgio Gelateria,7500,3100,10600
14975,14976,21-10-2020 15:45:36.680567,Pollo,Chicken House,13000,4200,17200
14976,14977,21-10-2020 15:45:36.876644,Pollo · Saludable,Tremenda Sal y Dulce,13600,6500,20100
14977,14978,21-10-2020 15:45:37.022855,Desayunos · Típica,D´Porco,37900,3900,41800
14978,14979,21-10-2020 15:45:37.269398,Poke,Poke Go,31800,4600,36400
14979,14980,21-10-2020 15:45:37.665790,Postres,La Tertulia,8900,3400,12300
14980,14981,21-10-2020 15:45:38.012326,Pollo · Desayunos,Abasto,29500,3600,33100
14981,14982,21-10-2020 15:45:38.409378,Desayunos · Comida Rápida,Chocolatto,29500,3400,32900
14982,14983,21-10-2020 15:45:38.705308,Parrilla · Internacional,Taperia de la Plaza,15600,5700,21300
14983,14984,21-10-2020 15:45:38.851522,Postres · Desayunos,Cosmo Cookies,8900,5900,14800
14984,14985,21-10-2020 15:45:39.147726,Postres · Desayunos,Café Quindio,8900,5700,14600
14985,14986,21-10-2020 15:45:39.294265,Pollo,Chicken House,37900,4200,42100
14986,14987,21-10-2020 15:45:39.590584,Desayunos · Helados,San Giorgio Gelateria,24300,3100,27400
14987,14988,21-10-2020 15:45:39.787136,Postres · Desayunos,Aury Postres - Comidas & Picadas,8900,4700,13600
14988,14989,21-10-2020 15:45:40.184202,Desayunos · Panadería,Premium Break Bakery,34500,3700,38200
14989,14990,21-10-2020 15:45:40.380071,Postres · Desayunos,Maltihelado,45800,4500,50300
14990,14991,21-10-2020 15:45:40.726561,Típica · Pescados y Mariscos,Arroces Mrg,13600,4300,17900
14991,14992,21-10-2020 15:45:41.123242,Saludable,Amor Propio saludable,65000,4000,69000
14992,14993,21-10-2020 15:45:41.519208,Parrilla,Arroces Maria Paula,13000,6800,19800
14993,14994,21-10-2020 15:45:41.765601,Postres · Desayunos,Maria Luisa - Postres,27800,4300,32100
14994,14995,21-10-2020 15:45:42.061603,Desayunos · Panadería,El Pan de Phillippe,27800,4600,32400
14995,14996,21-10-2020 15:45:42.357648,Desayunos,Bagel Shop,24200,3200,27400
14996,14997,21-10-2020 15:45:42.553635,Típica,Sabores De Mi Tierra,8900,5400,14300
14997,14998,21-10-2020 15:45:42.850016,Desayunos · Pescados y Mariscos,Gypsy Bistro,23000,4500,27500
14998,14999,21-10-2020 15:45:43.246620,Parrilla · Café,Gaira Café,53900,4400,58300
14999,15000,21-10-2020 15:45:43.593306,Sánduches · Pescados y Mariscos,Pacific Comida de Mar,24300,4000,28300
15000,15001,21-10-2020 15:45:43.939779,Sushi · Asiática,Tu Sushi,27800,6400,34200
15001,15002,21-10-2020 15:45:44.136268,Sushi · Asiática,Tu Sushi,15600,6400,22000
15002,15003,21-10-2020 15:45:44.282610,Saludable · Desayunos,Fresh Co,7500,5600,13100
15003,15004,21-10-2020 15:45:44.578560,Típica,La Olla de Barro,15000,5300,20300
15004,15005,21-10-2020 15:45:44.724357,Típica,Lo Nuestro,13000,3100,16100
15005,15006,21-10-2020 15:45:45.120824,Pescados y Mariscos,Pescadero Héroes del Mar,27800,6600,34400
15006,15007,21-10-2020 15:45:45.518098,Desayunos · Panadería,Choclofee,39700,4700,44400
15007,15008,21-10-2020 15:45:45.814211,Típica,Carbón & Mondongos,45800,6400,52200
15008,15009,21-10-2020 15:45:45.960191,Típica,Baondish,65000,5800,70800
15009,15010,21-10-2020 15:45:46.356583,Helados,Orso To Go,11870,6800,18670
15010,15011,21-10-2020 15:45:46.502370,Desayunos · Árabe,Boniato Sabores Vivos,65000,5300,70300
15011,15012,21-10-2020 15:45:46.748409,Postres,La Galeta,23000,3000,26000
15012,15013,21-10-2020 15:45:46.994747,Postres · Desayunos,Vivalight Market.,9000,6500,15500
15013,15014,21-10-2020 15:45:47.190815,Pollo · Desayunos,Caserito Gourmet,10700,6700,17400
15014,15015,21-10-2020 15:45:47.486736,Desayunos · Panadería,Choclofee,27800,4700,32500
15015,15016,21-10-2020 15:45:47.633059,Desayunos · Empanadas,Mis Delicias,15000,3200,18200
15016,15017,21-10-2020 15:45:47.979770,Saludable · Desayunos,La Cesta,24200,4700,28900
15017,15018,21-10-2020 15:45:48.225878,Postres · Desayunos,Sharmus,10700,6100,16800
15018,15019,21-10-2020 15:45:48.571841,Pollo · Pescados y Mariscos,Bang Bang Rice,13000,3400,16400
15019,15020,21-10-2020 15:45:48.868509,Desayunos,Cafetería el Kippe,12500,3200,15700
15020,15021,21-10-2020 15:45:49.265009,Pollo · Saludable,Gratina,31800,4200,36000
15021,15022,21-10-2020 15:45:49.461823,Postres,Beiked,23000,4000,27000
15022,15023,21-10-2020 15:45:49.608380,Desayunos · Café,Matchacha,15600,5900,21500
15023,15024,21-10-2020 15:45:49.754856,Sushi · Asiática,Tu Sushi,10700,6400,17100
15024,15025,21-10-2020 15:45:50.001241,Postres · Café,Celestino Café,8900,5900,14800
15025,15026,21-10-2020 15:45:50.347331,Desayunos,Butter,65000,6700,71700
15026,15027,21-10-2020 15:45:50.744749,Sushi,Umi,53900,5600,59500
15027,15028,21-10-2020 15:45:51.041571,Desayunos · Panadería,Limarys,15000,6500,21500
15028,15029,21-10-2020 15:45:51.438100,Pizza,Pizza Andante,24200,6300,30500
15029,15030,21-10-2020 15:45:51.834557,Desayunos · Pescados y Mariscos,Gypsy Bistro,15600,4500,20100
15030,15031,21-10-2020 15:45:52.180610,Saludable,The Good Rice Bowls,13600,3500,17100
15031,15032,21-10-2020 15:45:52.377322,Alta Cocina · Parrilla,Criterión,12500,6000,18500
15032,15033,21-10-2020 15:45:52.673480,Típica · Parrilla,El Portal de la Antigua,45800,5600,51400
15033,15034,21-10-2020 15:45:52.919583,Café · Helados,Sofia heladería y café,10700,5800,16500
15034,15035,21-10-2020 15:45:53.115564,Pollo · Sánduches,Pollos Century,13600,3000,16600
15035,15036,21-10-2020 15:45:53.462431,Postres · Desayunos,Sweet Tale,39700,5800,45500
15036,15037,21-10-2020 15:45:53.658483,Pollo,Heart & Cooking,48750,5000,53750
15037,15038,21-10-2020 15:45:53.954644,Desayunos · Típica,La Parrilla Dorada Polo,24200,6600,30800
15038,15039,21-10-2020 15:45:54.350838,Típica · Parrilla,El Santandereano,23000,5200,28200
15039,15040,21-10-2020 15:45:54.747177,Alta Cocina · Parrilla,Criterión,13600,6000,19600
15040,15041,21-10-2020 15:45:54.893330,Desayunos · Comida Rápida,La Veneca,12500,6300,18800
15041,15042,21-10-2020 15:45:55.289598,Desayunos · Panadería,Decofruta,8900,4700,13600
15042,15043,21-10-2020 15:45:55.685651,Desayunos · Panadería,Le Pain Quotidien,7500,3900,11400
15043,15044,21-10-2020 15:45:55.932739,Desayunos · Típica,D´Porco,8900,3900,12800
15044,15045,21-10-2020 15:45:56.279022,Desayunos · Típica,Calentao Express,23000,6000,29000
15045,15046,21-10-2020 15:45:56.626848,Desayunos · Típica,Criollomania,15600,5200,20800
15046,15047,21-10-2020 15:45:56.822841,Sushi,Canoa To Go,35000,5900,40900
15047,15048,21-10-2020 15:45:57.119081,Postres · Helados,Mahé,35000,6000,41000
15048,15049,21-10-2020 15:45:57.515336,Desayunos · Típica,Parrilla Farandula Típico,27800,5900,33700
15049,15050,21-10-2020 15:45:57.661731,Sushi,Canoa To Go,13000,5900,18900
15050,15051,21-10-2020 15:45:57.807890,Pollo · Saludable,Gratina,53900,4200,58100
15051,15052,21-10-2020 15:45:58.004293,Desayunos · Café,Frambas,35000,3400,38400
15052,15053,21-10-2020 15:45:58.350584,Crepes,San Crepes,15600,4900,20500
15053,15054,21-10-2020 15:45:58.596777,Saludable · Desayunos,Agua Dulce,23000,3700,26700
15054,15055,21-10-2020 15:45:58.892682,Pizza · Italiana,Piatto - Pizza,13600,6600,20200
15055,15056,21-10-2020 15:45:59.038603,Saludable · Desayunos,Copacabana Açai Bowls,45800,3000,48800
15056,15057,21-10-2020 15:45:59.285106,Panadería,Boul,23000,3100,26100
15057,15058,21-10-2020 15:45:59.581822,Postres · Desayunos,KOKOA & co.,17800,4700,22500
15058,15059,21-10-2020 15:45:59.778469,Postres · Desayunos,Maria Luisa - Postres,23000,4300,27300
15059,15060,21-10-2020 15:45:59.974634,Desayunos · Pescados y Mariscos,Luzí­a - Mediterranea,53400,5700,59100
15060,15061,21-10-2020 15:46:00.371063,Pescados y Mariscos,La Gran Cazuela,23000,3200,26200
15061,15062,21-10-2020 15:46:00.667251,Desayunos,Sunny Breakfast Brunch,34500,4300,38800
15062,15063,21-10-2020 15:46:00.813365,Pollo,Señor Fantástico,45800,4700,50500
15063,15064,21-10-2020 15:46:00.960036,Perros Calientes,Dog Shop - Rapida,27800,4900,32700
15064,15065,21-10-2020 15:46:01.357008,Pollo · Desayunos,Workzone,15000,3100,18100
15065,15066,21-10-2020 15:46:01.503607,Postres · Desayunos,BagBog Bagels,34500,6400,40900
15066,15067,21-10-2020 15:46:01.699825,Sushi,Umi,45800,5600,51400
15067,15068,21-10-2020 15:46:02.046817,Pollo,Oliva Va,29500,5600,35100
15068,15069,21-10-2020 15:46:02.443364,Postres · Café,Loló Coffee & Snacks,18900,4600,23500
15069,15070,21-10-2020 15:46:02.590109,Desayunos · Panadería,Juliana Restaurante,29500,6100,35600
15070,15071,21-10-2020 15:46:02.736098,Desayunos · Panadería,Premium Break Bakery,29500,3700,33200
15071,15072,21-10-2020 15:46:03.032737,Peruana,Uma Cantina Peruana,35000,3200,38200
15072,15073,21-10-2020 15:46:03.229038,Parrilla,OAK Ahumado y Brebajes,11870,6000,17870
15073,15074,21-10-2020 15:46:03.375394,Parrilla,OAK Ahumado y Brebajes,23000,6000,29000
15074,15075,21-10-2020 15:46:03.671803,Desayunos,El Fogón Castellano,53400,3200,56600
15075,15076,21-10-2020 15:46:04.018538,Típica · Parrilla,Toya,65000,4200,69200
15076,15077,21-10-2020 15:46:04.364808,Postres · Desayunos,BagBog Bagels,18900,6400,25300
15077,15078,21-10-2020 15:46:04.710914,Saludable,The Good Rice Bowls,39700,3500,43200
15078,15079,21-10-2020 15:46:05.107809,Desayunos · Típica,Fogón Sangileño,13600,5000,18600
15079,15080,21-10-2020 15:46:05.454724,Desayunos · Panadería,Decofruta,27800,4700,32500
15080,15081,21-10-2020 15:46:05.851215,Pollo · Desayunos,Candelina,70000,5300,75300
15081,15082,21-10-2020 15:46:05.998356,Desayunos · Típica,Peninsula Calentados y Parrilla,29500,3400,32900
15082,15083,21-10-2020 15:46:06.294610,Pescados y Mariscos,Pescadero Héroes del Mar,48750,6600,55350
15083,15084,21-10-2020 15:46:06.441296,Desayunos · Panadería,Juliana Restaurante,31800,6100,37900
15084,15085,21-10-2020 15:46:06.587432,Pizza,Pastas Laurentina,11870,4800,16670
15085,15086,21-10-2020 15:46:06.933926,Crepes,San Crepes,23000,4900,27900
15086,15087,21-10-2020 15:46:07.180053,Parrilla,Rústico Picadería,65000,3800,68800
15087,15088,21-10-2020 15:46:07.526802,Postres,Beiked,9000,4000,13000
15088,15089,21-10-2020 15:46:07.723504,Típica,Sabrosito,17800,4000,21800
15089,15090,21-10-2020 15:46:08.019622,Hamburguesas · Panadería,NYC Burgers,15000,6200,21200
15090,15091,21-10-2020 15:46:08.265963,Típica,Cazuelitas 93,7500,3900,11400
15091,15092,21-10-2020 15:46:08.612353,Típica · Parrilla,Typykos,35000,6000,41000
15092,15093,21-10-2020 15:46:09.008998,Postres · Desayunos,Buñuelos nacho,39700,6600,46300
15093,15094,21-10-2020 15:46:09.255619,Postres · Desayunos,Buñuelos nacho,8900,6600,15500
15094,15095,21-10-2020 15:46:09.552437,Postres · Desayunos,Aury Postres - Comidas & Picadas,23000,4700,27700
15095,15096,21-10-2020 15:46:09.898776,Pollo · Saludable,Tremenda Sal y Dulce,53400,6500,59900
15096,15097,21-10-2020 15:46:10.044835,Desayunos · Helados,San Giorgio Gelateria,53900,3100,57000
15097,15098,21-10-2020 15:46:10.441354,Típica,Salsig,12500,5600,18100
15098,15099,21-10-2020 15:46:10.787998,Típica · Pescados y Mariscos,Arroces Mrg,34500,4300,38800
15099,15100,21-10-2020 15:46:11.135690,Típica · Parrilla,Toya,23000,4200,27200
15100,15101,21-10-2020 15:46:11.532650,Típica,Sabrosito,23000,4000,27000
15101,15102,21-10-2020 15:46:11.679023,Pizza,Pastas Laurentina,37900,4800,42700
15102,15103,21-10-2020 15:46:11.975596,Desayunos,Jacinta Arepas de Huevo,37900,4000,41900
15103,15104,21-10-2020 15:46:12.172001,Saludable,The Good Rice Bowls,31800,3500,35300
15104,15105,21-10-2020 15:46:12.418587,Alta Cocina · Italiana,Trattoria de la Plaza,15600,6000,21600
15105,15106,21-10-2020 15:46:12.715271,Desayunos · Típica,Rojo Gourmet,53400,4700,58100
15106,15107,21-10-2020 15:46:13.111744,Parrilla,Arroces Maria Paula,23000,6800,29800
15107,15108,21-10-2020 15:46:13.408682,Alta Cocina · Italiana,Trattoria de la Plaza,23000,6000,29000
15108,15109,21-10-2020 15:46:13.555628,Desayunos,Sr Buñuelo,65000,6400,71400
15109,15110,21-10-2020 15:46:13.802282,Desayunos · Panadería,Le Pain Quotidien,35000,3900,38900
15110,15111,21-10-2020 15:46:14.098256,Peruana · Internacional,La Chifería,10700,6600,17300
15111,15112,21-10-2020 15:46:14.494905,Sánduches · China,Peru Mix,23000,5900,28900
15112,15113,21-10-2020 15:46:14.741380,Postres · Desayunos,Gelateria Da Favola,53400,6500,59900
15113,15114,21-10-2020 15:46:15.087756,Desayunos · Típica,Calentao Express,29500,6000,35500
15114,15115,21-10-2020 15:46:15.234374,Típica,Cabrito Santandereano,48750,6600,55350
15115,15116,21-10-2020 15:46:15.631216,Desayunos · Típica,Cochon,29500,3300,32800
15116,15117,21-10-2020 15:46:15.827484,Desayunos,El Fogón Castellano,65000,3200,68200
15117,15118,21-10-2020 15:46:15.974063,Desayunos · Empanadas,Mis Delicias,17800,3200,21000
15118,15119,21-10-2020 15:46:16.120274,Hamburguesas,Gofi Burger,29500,5100,34600
15119,15120,21-10-2020 15:46:16.418242,Postres · Desayunos,Jacques Pastelería,35000,5900,40900
15120,15121,21-10-2020 15:46:16.615109,Desayunos,Archies Desayunos,11870,3100,14970
15121,15122,21-10-2020 15:46:17.011553,Desayunos · Panadería,Artesanos,9000,4300,13300
15122,15123,21-10-2020 15:46:17.158149,Desayunos · Típica,Casa Vieja,48750,6000,54750
15123,15124,21-10-2020 15:46:17.554776,Saludable · Desayunos,Copacabana Açai Bowls,45800,3000,48800
15124,15125,21-10-2020 15:46:17.751340,Sushi,Kim Pop,39700,5400,45100
15125,15126,21-10-2020 15:46:18.047849,Postres · Helados,Mahé,35000,6000,41000
15126,15127,21-10-2020 15:46:18.394779,Postres · Desayunos,KOKOA & co.,8900,4700,13600
15127,15128,21-10-2020 15:46:18.691162,Postres · Desayunos,Restaurante Cornelia,17800,5500,23300
15128,15129,21-10-2020 15:46:18.837778,Típica,Juan Chorizo,35000,3900,38900
15129,15130,21-10-2020 15:46:19.084555,Típica · Parrilla,Mi Ranchito Parrilla,9000,4400,13400
15130,15131,21-10-2020 15:46:19.281044,Desayunos · Típica,Casa Vieja,23000,6000,29000
15131,15132,21-10-2020 15:46:19.628119,Parrilla,Coquitas,15600,5600,21200
15132,15133,21-10-2020 15:46:19.975126,Desayunos · Italiana,Rceta By Rausch,34500,3600,38100
15133,15134,21-10-2020 15:46:20.171785,Panadería,Boul,11870,3100,14970
15134,15135,21-10-2020 15:46:20.568395,Sushi,Kim Pop,24200,5400,29600
15135,15136,21-10-2020 15:46:20.814536,Panadería,Boul,31800,3100,34900
15136,15137,21-10-2020 15:46:21.161507,Mexicana,Mexicanachos,53900,3900,57800
15137,15138,21-10-2020 15:46:21.459409,Sushi · Desayunos,Maki Roll,24200,4300,28500
15138,15139,21-10-2020 15:46:21.855861,Típica · Pescados y Mariscos,La Vitualla,29500,6300,35800
15139,15140,21-10-2020 15:46:22.103553,Postres · Saludable,Ana Rebana,53900,6300,60200
15140,15141,21-10-2020 15:46:22.301364,Desayunos,Archies Desayunos,45800,3100,48900
15141,15142,21-10-2020 15:46:22.698465,Típica,Cazuelitas 93,24300,3900,28200
15142,15143,21-10-2020 15:46:22.845013,Peruana,Uma Cantina Peruana,13000,3200,16200
15143,15144,21-10-2020 15:46:23.141694,Pollo · Desayunos,Piaf,39700,6500,46200
15144,15145,21-10-2020 15:46:23.489287,Desayunos · Parrilla,Mi Patria,70000,4600,74600
15145,15146,21-10-2020 15:46:23.885933,Desayunos · Panadería,Siena Café,35000,3700,38700
15146,15147,21-10-2020 15:46:24.282871,Mexicana,Mexicanachos,11870,3900,15770
15147,15148,21-10-2020 15:46:24.630042,Postres · Saludable,Ana Rebana,24300,6300,30600
15148,15149,21-10-2020 15:46:24.826955,Café · Helados,Sofia heladería y café,27800,5800,33600
15149,15150,21-10-2020 15:46:24.973839,Sushi,Kim Pop,35000,5400,40400
15150,15151,21-10-2020 15:46:25.370860,Desayunos,Cafetería el Kippe,37900,3200,41100
15151,15152,21-10-2020 15:46:25.517873,Postres · Desayunos,Restaurante Cornelia,13600,5500,19100
15152,15153,21-10-2020 15:46:25.665037,Típica,La Cocina,15600,4600,20200
15153,15154,21-10-2020 15:46:26.062073,Helados,Orso To Go,45800,6800,52600
15154,15155,21-10-2020 15:46:26.208751,Postres,Levelma,37900,6200,44100
15155,15156,21-10-2020 15:46:26.556672,Desayunos · Panadería,Choclofee,45800,4700,50500
15156,15157,21-10-2020 15:46:26.803489,Saludable · Desayunos,Bawana - Sandwich,37900,3400,41300
15157,15158,21-10-2020 15:46:26.949975,Postres · Desayunos,Aury Postres - Comidas & Picadas,31800,4700,36500
15158,15159,21-10-2020 15:46:27.096522,Desayunos · Italiana,Rceta By Rausch,23000,3600,26600
15159,15160,21-10-2020 15:46:27.493298,Pollo · Saludable,Tremenda Sal y Dulce,24200,6500,30700
15160,15161,21-10-2020 15:46:27.839813,Pizza,Pastas Laurentina,48750,4800,53550
15161,15162,21-10-2020 15:46:28.236766,Saludable · Parrilla,Box,12500,3700,16200
15162,15163,21-10-2020 15:46:28.634229,Típica,Lo Nuestro,29500,3100,32600
15163,15164,21-10-2020 15:46:28.880730,Desayunos · Panadería,Pasteleite,29500,5900,35400
15164,15165,21-10-2020 15:46:29.277620,Típica · Pescados y Mariscos,La Vitualla,15600,6300,21900
15165,15166,21-10-2020 15:46:29.524180,Postres · Helados,Mahé,15000,6000,21000
15166,15167,21-10-2020 15:46:29.670825,Desayunos · Helados,San Giorgio Gelateria,11870,3100,14970
15167,15168,21-10-2020 15:46:29.866766,Típica · Pescados y Mariscos,La Vitualla,31800,6300,38100
15168,15169,21-10-2020 15:46:30.113375,Saludable · Jugos y Batidos,Berdes Drinks & Salads,27800,3500,31300
15169,15170,21-10-2020 15:46:30.410649,Postres,Levelma,37900,6200,44100
15170,15171,21-10-2020 15:46:30.757780,Típica · Pescados y Mariscos,Arroces Mrg,15000,4300,19300
15171,15172,21-10-2020 15:46:30.904208,Parrilla,El Tambor,48750,6800,55550
15172,15173,21-10-2020 15:46:31.050572,Parrilla,Campocina,13000,4600,17600
15173,15174,21-10-2020 15:46:31.247129,Típica,La Herencia,65000,5900,70900
15174,15175,21-10-2020 15:46:31.594750,Saludable · Desayunos,Básico y elemental,48750,5000,53750
15175,15176,21-10-2020 15:46:31.891106,Alta Cocina · Postres,La Pinta,15000,4500,19500
15176,15177,21-10-2020 15:46:32.287820,Pizza,Pizza Andante,7500,6300,13800
15177,15178,21-10-2020 15:46:32.634800,Postres · Saludable,Ana Rebana,53400,6300,59700
15178,15179,21-10-2020 15:46:32.881178,Postres · Desayunos,Maltihelados,7500,6200,13700
15179,15180,21-10-2020 15:46:33.027656,Crepes,La Chabatta,35000,5900,40900
15180,15181,21-10-2020 15:46:33.324675,Postres · Desayunos,Amelie Helados,48750,6400,55150
15181,15182,21-10-2020 15:46:33.521405,Perros Calientes,Dog Shop - Rapida,65000,4900,69900
15182,15183,21-10-2020 15:46:33.867998,Sánduches · Pescados y Mariscos,Pacific Comida de Mar,53400,4000,57400
15183,15184,21-10-2020 15:46:34.164858,Saludable,Puro Verde,70000,5700,75700
15184,15185,21-10-2020 15:46:34.412134,Postres · Desayunos,Maria Luisa - Postres,37900,4300,42200
15185,15186,21-10-2020 15:46:34.808993,Postres · Desayunos,Buñuelos nacho,70000,6600,76600
15186,15187,21-10-2020 15:46:34.955245,Saludable · Desayunos,Básico y elemental,18900,5000,23900
15187,15188,21-10-2020 15:46:35.352632,Desayunos · Panadería,Limarys,15600,6500,22100
15188,15189,21-10-2020 15:46:35.699331,Saludable,Amor Propio saludable,70000,4000,74000
15189,15190,21-10-2020 15:46:36.068464,Pollo · Saludable,Yerbabuena,45800,3900,49700
15190,15191,21-10-2020 15:46:36.316633,Saludable · Desayunos,Bon Eat - Saludable,13600,4800,18400
15191,15192,21-10-2020 15:46:36.463513,Desayunos · Típica,La Frijolada,13600,4500,18100
15192,15193,21-10-2020 15:46:36.660926,Pollo,Chicken House,48750,4200,52950
15193,15194,21-10-2020 15:46:36.907521,Postres · Desayunos,Café Quindio,12500,5700,18200
15194,15195,21-10-2020 15:46:37.304527,Saludable · Típica,Sopas Mrg,31800,3100,34900
15195,15196,21-10-2020 15:46:37.601899,Mexicana,Mexicanachos,35000,3900,38900
15196,15197,21-10-2020 15:46:37.898703,Saludable · Parrilla,Box,13600,3700,17300
15197,15198,21-10-2020 15:46:38.145629,Postres · Desayunos,Maltihelados,24300,6200,30500
15198,15199,21-10-2020 15:46:38.442809,Pizza,pizza andante,23000,4200,27200
15199,15200,21-10-2020 15:46:38.789911,Postres · Panadería,RIGHT AWAY FOODS,13600,6600,20200
15200,15201,21-10-2020 15:46:39.186670,Desayunos · Típica,Fogón Sangileño,15600,5000,20600
15201,15202,21-10-2020 15:46:39.384132,Típica · Parrilla,Toya,9000,4200,13200
15202,15203,21-10-2020 15:46:39.581606,Típica · Parrilla,El Santandereano,23000,5200,28200
15203,15204,21-10-2020 15:46:39.878241,Desayunos,El Corral - Desayunos,34500,5000,39500
